<size\=24>走了，小伙子，你是初生之犊不畏虎。</size><size\=24>你不见外边这么多人，敢进大院的，就你们这些嘴上没毛的年轻小伙吗？</size><size\=24>你要是听过、看过唐老魔千里追命，就不敢放肆了，还不走，找死不成！</size>	<size\=24>ไปเสียเถิด เจ้าหนุ่มน้อย เจ้าเป็นดั่งลูกวัวเกิดใหม่ที่ไม่กลัวเสือ</size><size\=24>เจ้าไม่เห็นหรือว่าข้างนอกมีคนมากมายเพียงนี้ ที่กล้าบุกเข้าคฤหาสน์ใหญ่ ก็มีแต่พวกเจ้าหนุ่มปากยังไม่พ้นน้ำนมเช่นนี้หรือ</size><size\=24>หากเจ้าเคยได้ยิน เคยเห็นฝีมือไล่ล่าพันลี้ของเฒ่าปีศาจตระกูลถังแล้ว ก็คงไม่กล้าลำพองเช่นนี้ ยังไม่ไปอีกหรือ อยากตายนักหรือไร!</size>
<size\=24>走吧，走吧，这人不好相处，以后少往来便是。</size>	<size\=24>ไปเถิด ไปเถิด คนผู้นี้คบหายาก นับแต่นี้ไปลดการติดต่อลงก็แล้วกัน</size>
<size\=24>走啦，走啦。</size>	<size\=24>ไปกันเถิด ไปกันเถิด</size>
<size\=24>赵兄，你……你这话也说得？快别说了。</size><size\=24>教宋大人听去，说你蔑视朝廷、有不臣之心，那还得了？</size><size\=24>难道你就不怕治罪杀头吗？</size>	<size\=24>พี่จ้าว เจ้า...เจ้าพูดเช่นนี้ได้อย่างไร รีบเงียบเสียเถิด</size><size\=24>หากขุนนางซ่งได้ยินเข้า ว่าเจ้าหมิ่นราชสำนัก มีใจไม่ภักดี นั่นจะเป็นเช่นไรเล่า</size><size\=24>เจ้าไม่กลัวถูกลงทัณฑ์ตัดหัวหรือ</size>
<size\=24>赵哥哥，你快帮腔说点什么。</size>	<size\=24>พี่จ้าว รีบช่วยพูดอะไรสักหน่อยเถิด</size>
<size\=24>赵大侠……小心极乐教，小心杏花仙。</size><size\=24>我不能忤逆她，但你的话，说不定能行。</size>	<size\=24>ท่านจอมยุทธ์จ้าว...ระวังลัทธิสุขาวดี ระวังเทพธิดาดอกท้อ</size><size\=24>ข้าน้อยไม่อาจขัดใจนางได้ แต่คำพูดของท่าน บางทีอาจสำเร็จก็ได้</size>
<size\=24>赵少侠，劝你你别瞎掺和大公子和上官大小姐的事。</size><size\=24>前车之鉴比比皆是，无论你帮哪边都会倒霉。</size><size\=24>今日出游计划铁定是泡汤了，下次再说吧。</size>	<size\=24>ยุวชนยอดฝีมือจ้าว ข้าขอแนะนำให้เจ้าอย่าเข้าไปยุ่งเรื่องระหว่างคุณชายใหญ่กับคุณหนูซ่างกวนเลย</size><size\=24>บทเรียนจากคนก่อนมีให้เห็นมากมาย ไม่ว่าเจ้าจะช่วยฝ่ายใด ก็ต้องซวยทั้งนั้น</size><size\=24>แผนออกเที่ยววันนี้คงต้องล่มแน่นอนแล้ว ไว้คราวหน้าค่อยว่ากันใหม่</size>
<size\=24>赵少侠，赏脸外边说两句话。</size>	<size\=24>ยุวชนยอดฝีมือจ้าว ขอความกรุณาออกไปพูดคุยกันข้างนอกสักครู่</size>
<size\=24>赵师兄，小妹可没撒谎啊。</size><size\=24>请睁一只眼闭一只眼，就当是这样吧。</size>	<size\=24>พี่ศิษย์จ้าว ข้าไม่ได้โกหกเลยนะ</size><size\=24>ขอให้หลับตาข้างหนึ่งลืมตาข้างหนึ่งเถิด ถือเสียว่าเป็นเช่นนั้นไปเถิด</size>
<size\=24>赵活……帮、帮帮我。</size>	<size\=24>จ้าวหัว...ช่วย ช่วยข้าด้วย</size>
