<size\=24>我最怕女子哭了，没想到她也有像个小娘子的时候。</size>	<size\=24>ข้ากลัวที่สุดคือหญิงสาวร้องไห้ ไม่นึกว่านางก็มีเวลาที่ดูเหมือนสาวน้อยกุลสตรีบ้างเหมือนกัน</size>
<size\=24>我有一个疑问。</size>	<size\=24>ข้ามีข้อสงสัยอยู่ประการหนึ่ง</size>
<size\=24>我本来想好了，进来又犹豫了。</size>	<size\=24>ข้าคิดไว้ดีแล้ว แต่พอเข้ามากลับลังเลอีกครั้ง</size>
<size\=24>我没想岔，我全都知道。</size><size\=24>小妹软弱，款款忠言难以入耳，得靠小萤你当头棒喝才行。</size><size\=24>替我骂一骂他吧。</size>	<size\=24>ข้าไม่ได้เข้าใจผิด ข้ารู้ดีทุกอย่าง</size><size\=24>น้องนางอ่อนแอ คำแนะนำอันจริงใจยากจะเข้าหู ต้องอาศัยเจ้าอิงคอยตะโกนปลุกให้ได้สติจึงจะได้ผล</size><size\=24>ช่วยด่าเขาแทนข้าทีเถิด</size>
<size\=24>我满脑子都是经史子集，一时想不出什么好问。</size>	<size\=24>หัวข้าเต็มไปด้วยคัมภีร์ประวัติศาสตร์ตำรับตำรา นึกคำถามดีๆ ไม่ออกในทันที</size>
<size\=24>我熬夜打造的机巧飞蝗，被说成玩具，岂有此理。</size>	<size\=24>ตั๊กแตนกลไกที่ข้าอดหลับอดนอนสร้างขึ้น กลับถูกว่าเป็นของเล่น ช่างไร้เหตุผลสิ้นดี</size>
<size\=24>我理会得。</size>	<size\=24>ข้าเข้าใจแล้ว</size>
<size\=24>我看你很惊讶的样子，就配合一下。</size>	<size\=24>ข้าเห็นเจ้าทำท่าตกใจนัก ก็เลยแกล้งเล่นตามไปหน่อย</size>
<size\=24>我知道了。这件宝物，暂时由我保管。</size><size\=24>不过没求到仙丹前，都还不宜声张。</size><size\=24>就怕让人心怀期许，到头又空欢喜一场。</size>	<size\=24>ข้าเข้าใจแล้ว ของวิเศษชิ้นนี้ ข้าจะเก็บรักษาไว้ก่อน</size><size\=24>แต่ก่อนที่จะได้ยาเซียนมา ยังไม่ควรเอิกเกริกให้ผู้ใดรู้</size><size\=24>เกรงแต่จะทำให้ผู้คนตั้งความหวัง สุดท้ายกลับดีใจไปเปล่าๆ</size>
<size\=24>我落枕脖子疼，不行吗？你管我。</size>	<size\=24>ข้านอนตกหมอนคอเคล็ด ไม่ได้หรือไง เจ้าจะมายุ่งอะไรกับข้า</size>
<size\=24>我说归说，其实根本不知是谁。</size><size\=24>你又如何？你若不知道他何方神圣，干嘛那么惊讶？</size>	<size\=24>ข้าพูดไปอย่างนั้นเอง แท้จริงแล้วไม่รู้เลยว่าเป็นใคร</size><size\=24>แล้วเจ้าล่ะ? ถ้าเจ้าไม่รู้ว่าเขาเป็นผู้วิเศษที่ไหน ทำไมถึงตกใจได้ขนาดนั้น</size>
<size\=24>我负责拖住他们，待你脱险，便斩断绳索。</size><size\=24>这栈道悬空千丈，饶他武功再高十倍，摔下去也只有死路一条。</size>	<size\=24>ข้าจะรั้งพวกมันไว้เอง รอเจ้าพ้นภัยแล้ว ข้าจะฟันเชือกขาด</size><size\=24>ทางเดินไม้แขวนนี้สูงลิบลับนับพันจั้ง ต่อให้วิทยายุทธ์ของมันเก่งกาจกว่านี้สิบเท่า หากตกลงไปก็มีแต่ทางตาย</size>
<size\=24>我越想越惭愧，回头给赵老弟加餐赔罪。</size>	<size\=24>ข้ายิ่งคิดยิ่งรู้สึกละอายใจ เดี๋ยวจะไปเลี้ยงอาหารน้องจ้าวเพิ่มเป็นการขอโทษ</size>
<size\=24>我这不是还有一个哥哥吗？</size>	<size\=24>ข้าไม่ใช่ยังมีพี่ชายอยู่คนหนึ่งหรอกหรือ</size>
<size\=24>抱歉。</size>	<size\=24>ขออภัยเจ้าค่ะ</size>
<size\=24>拍拍，拍拍。</size>	<size\=24>ตบๆ ตบๆ</size>
<size\=24>按门规，当由掌刑使施罚。</size><size\=24>纵令我手执掌门令牌，亦不得擅自处置同门师长。</size><size\=24>何况他江湖名声恁好，杀了后患无穷。</size>	<size\=24>ตามกฎของสำนัก ต้องให้ผู้ลงทัณฑ์เป็นผู้พิพากษาโทษ</size><size\=24>ถึงแม้ข้าจะถือป้ายอาญาสิทธิ์เจ้าสำนักอยู่ในมือ ก็ไม่อาจตัดสินใจลงโทษอาจารย์ร่วมสำนักได้ตามอำเภอใจ</size><size\=24>ยิ่งกว่านั้นชื่อเสียงของเขาในยุทธภพก็ดีเหลือเกิน หากฆ่าไปจะก่อเรื่องไม่จบสิ้น</size>
<size\=24>掌柜老爷，别说了，别说了，他会打人的。</size><size\=24>那碗大的拳头，我们不懂武功，挨受不住啊！</size>	<size\=24>ท่านเจ้าของร้าน อย่าพูดอีกเลย อย่าพูดอีกเลย เขาจะตีคนเอานะขอรับ</size><size\=24>หมัดที่ใหญ่เท่าถ้วยชามนั่น พวกข้าน้อยไม่รู้วิทยายุทธ์ รับไม่ไหวหรอกขอรับ</size>
<size\=24>掌门也真是的，这般妇人之仁，一声令下把人拿下也就是了。</size><size\=24>事后说他地狱道率两三百人进犯青城被我等全歼，江湖谁敢不信？</size>	<size\=24>เจ้าสำนักนี่ก็จริงนะ ใจอ่อนเยี่ยงสตรีเพศเช่นนี้ เพียงออกคำสั่งจับตัวไปก็จบเรื่องแล้ว</size><size\=24>ภายหลังค่อยบอกว่าเขาคุมคนจากลัทธินรกสองสามร้อยมารุกรานชิงเฉิง แล้วถูกพวกเราปราบราบคาบ ในยุทธภพใครจะกล้าไม่เชื่อ</size>
<size\=24>掌门信物：青城天师令，我给你找回来了。</size>	<size\=24>สิ่งยืนยันตัวเจ้าสำนัก ป้ายเทียนซือแห่งชิงเฉิง ข้าตามหามาคืนให้เจ้าแล้ว</size>
<size\=24>掌门请稍微退后，弟子没把握能敌得过此人。</size>	<size\=24>ขอเจ้าสำนักถอยไปสักหน่อยเถิด ศิษย์ไม่มั่นใจว่าจะสู้ผู้นี้ได้</size>
<size\=24>掌门，弟子自知并非此人敌手，只能阻他一时。</size>	<size\=24>ท่านเจ้าสำนัก ศิษย์รู้ตัวดีว่าไม่ใช่คู่ต่อสู้ของผู้นี้ ทำได้เพียงหน่วงเหนี่ยวเขาไว้ชั่วครู่เท่านั้น</size>
<size\=24>摇头就好，你怎么全身一起摇。</size>	<size\=24>แค่ส่ายหัวก็พอแล้ว ทำไมเจ้าส่ายไปทั้งตัวเลยล่ะ</size>
<size\=24>放屁，就你。</size>	<size\=24>เหลวไหล แค่เจ้าคนเดียวน่ะหรือ</size>
<size\=24>救命啊～！快来人啊！</size>	<size\=24>ช่วยด้วย～! มาเร็วเข้า มีใครก็ได้ช่วยที!</size>
<size\=24>数到三，大家一起上，打他个措手不及。</size>	<size\=24>นับถึงสาม ทุกคนบุกพร้อมกัน จู่โจมให้มันตั้งตัวไม่ทัน</size>
<size\=24>旁的不说，这厮胆子是真不小，</size><size\=24>什么人不好冒充，却在唐门地界扮唐门弟子！好个狠人！洒家先服他三分！</size>	<size\=24>เรื่องอื่นไม่ต้องพูดถึง ไอ้หมอนี่กล้าจริงๆ</size><size\=24>จะปลอมเป็นใครไม่ปลอม ดันมาปลอมเป็นศิษย์สำนักถังในเขตสำนักถังเอง! ตัวแสบจริงๆ! ข้ายอมนับถือมันสามส่วนเลยทีเดียว!</size>
<size\=24>无大碍，别声张，别让人看出我受内伤。</size>	<size\=24>ไม่เป็นไรมาก อย่าตื่นตูม อย่าให้ใครเห็นว่าข้าได้รับบาดเจ็บภายใน</size>
<size\=24>早听说过你们家二师兄，原来真这么可怕吗。</size>	<size\=24>ได้ยินชื่อพี่รองของสำนักเจ้ามานานแล้ว แท้จริงน่ากลัวได้ถึงเพียงนี้เชียวหรือ</size>
<size\=24>明日起还有好多事要偏劳你，至少今天就好好作梦吧。</size>	<size\=24>ตั้งแต่พรุ่งนี้ยังมีเรื่องอีกมากต้องรบกวนเจ้า อย่างน้อยคืนนี้ก็นอนหลับฝันดีเสียก่อนเถิด</size>
<size\=24>是。</size>	<size\=24>เจ้าค่ะ</size>
<size\=24>是吗？那真是恭喜你了，什么法子这么厉害，</size><size\=24>连你这样丑怪的人，都能娶到这样一个天仙似的老婆？</size>	<size\=24>งั้นหรือ? ถ้าเช่นนั้นก็ต้องขอแสดงความยินดีด้วย วิธีอะไรกันที่เก่งกาจถึงเพียงนี้</size><size\=24>แม้แต่คนหน้าตาอัปลักษณ์อย่างเจ้า ยังได้ภรรยาที่งามราวกับนางฟ้ามาครองจนได้</size>
<size\=24>晚上喝酒喔，不见不散。</size>	<size\=24>คืนนี้มาดื่มเหล้ากันนะเจ้าค่ะ ไม่เจอไม่กลับ</size>
<size\=24>晚点裳儿沾点口水与糨糊，替你黏起来。</size>	<size\=24>เดี๋ยวฉางเอ๋อร์จะเอาน้ำลายกับแป้งเปียกมาแปะให้เจ้าใหม่</size>
<size\=24>有……有救了！救星来了！</size>	<size\=24>มี... มีทางรอดแล้ว! ผู้กอบกู้มาแล้ว!</size>
<size\=24>有事就叫我，我不会走远。</size>	<size\=24>มีอะไรก็เรียกข้า ข้าจะไม่ไปไหนไกล</size>
<size\=24>有道理。</size>	<size\=24>มีเหตุผล</size>
<size\=24>有道理，再不走，就怕待会儿走不了了。</size>	<size\=24>มีเหตุผล ถ้าไม่รีบไปตอนนี้ เดี๋ยวจะไปไม่ได้แล้ว</size>
<size\=24>有钱人家的儿女，本就好看的居多。</size><size\=24>有钱就娶得了美娇娘，美貌娘亲生的女儿，自然也难看不到哪里去。</size>	<size\=24>ลูกหลานตระกูลเศรษฐี ส่วนใหญ่ก็หน้าตาดีอยู่แล้ว</size><size\=24>มีเงินก็แต่งเมียสวยได้ ลูกสาวที่เกิดจากแม่สวย ก็ย่อมไม่ขี้เหร่ไปได้มากนัก</size>
<size\=24>死人，快帮我说话呀，我还是不是你的人呀。</size>	<size\=24>เจ้าคนใจร้าย รีบช่วยข้าพูดหน่อยสิ ข้ายังนับเป็นคนของเจ้าอยู่หรือเปล่า</size>
<size\=24>死得其所。</size>	<size\=24>ตายอย่างสมศักดิ์ศรี</size>
<size\=24>段公子，这事说大不大，说小不小，全凭你一句话。</size><size\=24>依老道所见，你便有心宽恕，也可以先将他二人拿下，</size><size\=24>多少教他吃点苦头，怎能……怎么就这样轻描淡写放过了？</size>	<size\=24>คุณชายตวน เรื่องนี้จะว่าใหญ่ก็ไม่ใหญ่ จะว่าเล็กก็ไม่เล็ก ทั้งหมดขึ้นอยู่กับคำพูดของท่านเพียงคำเดียว</size><size\=24>ตามที่นักพรตชรานี้เห็น ถึงท่านจะมีใจเมตตาให้อภัย ก็ยังจับตัวทั้งสองไว้ก่อนได้</size><size\=24>ให้มันได้รับความลำบากบ้างตามสมควร ทำไมถึง...ทำไมถึงปล่อยไปง่ายๆ เช่นนี้เล่า</size>
<size\=24>江湖为什么叫江湖呢？因为人人都被巨大的潮流推着走，身不由己。</size><size\=24>和平的路已经断绝了，我们既然来到了今天，都得做好觉悟。</size>	<size\=24>เหตุใดยุทธภพจึงเรียกว่ายุทธภพเล่า? เพราะทุกคนล้วนถูกกระแสคลื่นอันใหญ่หลวงพัดพาไป ไม่อาจเป็นนายตัวเองได้</size><size\=24>เส้นทางแห่งสันติได้ขาดสะบั้นไปแล้ว ในเมื่อพวกเรามาถึงวันนี้กันแล้ว ก็ต้องเตรียมใจให้พร้อม</size>
<size\=24>江陵大战的少帅都来了，方才那易少侠未免相形可怜了。</size>	<size\=24>แม่ทัพหนุ่มแห่งศึกใหญ่เจียงหลิงก็มาด้วย ยุวชนยอดฝีมือแซ่อี้เมื่อครู่นี้ดูน่าสงสารไปถนัดตาเลย</size>
<size\=24>没办法，只好出杀手锏。</size><size\=24>我说什么，你就跟我说什么。</size>	<size\=24>ไม่มีทางแล้ว ต้องใช้ไม้ตายออกมา</size><size\=24>ข้าพูดอะไร เจ้าก็พูดตามข้า</size>
<size\=24>没声音了。</size>	<size\=24>ไม่มีเสียงแล้ว</size>
